model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,mi8se|gpu|float,mi8se|gpu|kernel,a03s|gpu|float,a03s|gpu|kernel,iphone7|gpu|float,iphone7|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
resnext14_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",90.3168,convolution_2d_3_linked_:_relu_4,101.842,convolution_2d_3_linked_:_relu_4,313.6384,convolution_2d_3_linked_:_relu_4,925.359,convolution_2d_3_linked_:_relu_4,111.75,convolution_2d_3_linked_:_relu_4,55.683,convolution_2d_3_linked_:_relu_4
resnext14_16x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '64', 'Group': '16', 'FLOPS': '14450688'}",113.8688,convolution_2d_grouped_5_linked_:_relu_6,83.523,convolution_2d_grouped_5_linked_:_relu_6,369.4848,convolution_2d_grouped_5_linked_:_relu_6,1087.828,convolution_2d_grouped_5_linked_:_relu_6,148.238,convolution_2d_grouped_5_linked_:_relu_6,54.231,convolution_2d_grouped_5_linked_:_relu_6
resnext14_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",307.776,convolution_2d_7,323.478,convolution_2d_7,1204.416,convolution_2d_7,3561.328,convolution_2d_7,390.375,convolution_2d_7,171.492,convolution_2d_7
resnext14_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",369.3952,convolution_2d_8_linked_:_add_9_linked_:_relu_10,374.731,convolution_2d_8_linked_:_add_9_linked_:_relu_10,1302.6688,convolution_2d_8_linked_:_add_9_linked_:_relu_10,3440.957,convolution_2d_8_linked_:_add_9_linked_:_relu_10,479.625,convolution_2d_8_linked_:_add_9_linked_:_relu_10,173.426,convolution_2d_8_linked_:_add_9_linked_:_relu_10
resnext14_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '205520896'}",578.624,convolution_2d_11_linked_:_relu_12,704.209,convolution_2d_11_linked_:_relu_12,2269.3632,convolution_2d_11_linked_:_relu_12,6060.332,convolution_2d_11_linked_:_relu_12,753.094,convolution_2d_11_linked_:_relu_12,335.57,convolution_2d_11_linked_:_relu_12
resnext14_16x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '128', 'Group': '16', 'FLOPS': '14450688'}",121.5744,convolution_2d_grouped_13_linked_:_relu_14,79.729,convolution_2d_grouped_13_linked_:_relu_14,371.9808,convolution_2d_grouped_13_linked_:_relu_14,758.039,convolution_2d_grouped_13_linked_:_relu_14,125.25,convolution_2d_grouped_13_linked_:_relu_14,46.973,convolution_2d_grouped_13_linked_:_relu_14
resnext14_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '102760448'}",318.9504,convolution_2d_15,279.871,convolution_2d_15,1243.0336,convolution_2d_15,3369.465,convolution_2d_15,413.106,convolution_2d_15,168.496,convolution_2d_15
resnext14_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '2', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '205520896'}",752.7808,convolution_2d_16_linked_:_add_17_linked_:_relu_18,706.499,convolution_2d_16_linked_:_add_17_linked_:_relu_18,2736.5504,convolution_2d_16_linked_:_add_17_linked_:_relu_18,6654.472,convolution_2d_16_linked_:_add_17_linked_:_relu_18,1028.566,convolution_2d_16_linked_:_add_17_linked_:_relu_18,411.785,convolution_2d_16_linked_:_add_17_linked_:_relu_18
resnext14_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '205520896'}",665.0112,convolution_2d_19_linked_:_relu_20,685.091,convolution_2d_19_linked_:_relu_20,2290.0992,convolution_2d_19_linked_:_relu_20,6253.879,convolution_2d_19_linked_:_relu_20,820.156,convolution_2d_19_linked_:_relu_20,317.695,convolution_2d_19_linked_:_relu_20
resnext14_16x4d,CONV_2D_GROUP,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '256', 'Group': '16', 'FLOPS': '14450688'}",109.1072,convolution_2d_grouped_21_linked_:_relu_22,78.571,convolution_2d_grouped_21_linked_:_relu_22,247.424,convolution_2d_grouped_21_linked_:_relu_22,697.074,convolution_2d_grouped_21_linked_:_relu_22,84.683,convolution_2d_grouped_21_linked_:_relu_22,37.707,convolution_2d_grouped_21_linked_:_relu_22
resnext14_16x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '102760448'}",337.0112,convolution_2d_23,373.162,convolution_2d_23,1217.984,convolution_2d_23,3985.613,convolution_2d_23,394.246,convolution_2d_23,169.109,convolution_2d_23
resnext14_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '2', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '205520896'}",764.2624,convolution_2d_24_linked_:_add_25_linked_:_relu_26,681.225,convolution_2d_24_linked_:_add_25_linked_:_relu_26,2688.32,convolution_2d_24_linked_:_add_25_linked_:_relu_26,8019.695,convolution_2d_24_linked_:_add_25_linked_:_relu_26,892.152,convolution_2d_24_linked_:_add_25_linked_:_relu_26,355.375,convolution_2d_24_linked_:_add_25_linked_:_relu_26
resnext14_16x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 1024, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '205520896'}",731.4176,convolution_2d_27_linked_:_relu_28,809.11,convolution_2d_27_linked_:_relu_28,2451.584,convolution_2d_27_linked_:_relu_28,7557.777,convolution_2d_27_linked_:_relu_28,770.32,convolution_2d_27_linked_:_relu_28,325.203,convolution_2d_27_linked_:_relu_28
resnext14_16x4d,CONV_2D_GROUP,"{'Input_shape': '14', 'Input_channel': 512, 'Output_shape': '7', 'Stride': '2', 'Kernel': '3', 'Filter': '512', 'Group': '16', 'FLOPS': '14450688'}",98.944,convolution_2d_grouped_29_linked_:_relu_30,103.61,convolution_2d_grouped_29_linked_:_relu_30,271.3216,convolution_2d_grouped_29_linked_:_relu_30,648.18,convolution_2d_grouped_29_linked_:_relu_30,80.578,convolution_2d_grouped_29_linked_:_relu_30,44.492,convolution_2d_grouped_29_linked_:_relu_30
resnext14_16x4d,CONV_2D,"{'Input_shape': '7', 'Input_channel': 512, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '2048', 'Group': '1', 'FLOPS': '102760448'}",368.3456,convolution_2d_31,394.937,convolution_2d_31,1403.8528,convolution_2d_31,3873.41,convolution_2d_31,389.133,convolution_2d_31,190.426,convolution_2d_31
resnext14_16x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 1024, 'Output_shape': '7', 'Stride': '2', 'Kernel': '1', 'Filter': '2048', 'Group': '1', 'FLOPS': '205520896'}",960.32,convolution_2d_32_linked_:_add_33_linked_:_relu_34,825.291,convolution_2d_32_linked_:_add_33_linked_:_relu_34,3081.4592,convolution_2d_32_linked_:_add_33_linked_:_relu_34,7878.179,convolution_2d_32_linked_:_add_33_linked_:_relu_34,923.485,convolution_2d_32_linked_:_add_33_linked_:_relu_34,408.457,convolution_2d_32_linked_:_add_33_linked_:_relu_34
resnext14_16x4d,MEAN,"{'Input_shape': '7', 'Input_channel': 2048, 'Output_shape': '2048', 'Stride': '-', 'Kernel': '0', 'Filter': '-', 'Group': '-', 'FLOPS': '100352'}",36.1856,mean_35,21.767,mean_35,79.232,mean_35,197.633,mean_35,20.93,mean_35,19.082,mean_35
resnext14_16x4d,FULLY_CONNECTED,"{'Input_shape': '-', 'Input_channel': 2048, 'Output_shape': '-', 'Stride': '-', 'Kernel': '-', 'Filter': '1000', 'Group': '-', 'FLOPS': '4096000'}",166.08,fully_connected_36,285.909,fully_connected_36,486.464,fully_connected_36,919.648,fully_connected_36,173.285,fully_connected_36,83.437,fully_connected_36
resnext14_32x4d,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '7', 'Filter': '64', 'Group': '1', 'FLOPS': '236027904'}",1196.5568,convolution_2d_0_linked_:_relu_1,939.001,convolution_2d_0_linked_:_relu_1,4207.5648,convolution_2d_0_linked_:_relu_1,9766.656,convolution_2d_0_linked_:_relu_1,1428.625,convolution_2d_0_linked_:_relu_1,515.711,convolution_2d_0_linked_:_relu_1
resnext14_32x4d,MAX_POOL_2D,"{'Input_shape': '112', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1806336'}",130.88,pooling_2d_2,85.622,pooling_2d_2,344.2304,pooling_2d_2,1500.125,pooling_2d_2,102.949,pooling_2d_2,54.172,pooling_2d_2
resnext14_32x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '51380224'}",162.176,convolution_2d_3_linked_:_relu_4,200.549,convolution_2d_3_linked_:_relu_4,611.9424,convolution_2d_3_linked_:_relu_4,1806.297,convolution_2d_3_linked_:_relu_4,211.145,convolution_2d_3_linked_:_relu_4,94.797,convolution_2d_3_linked_:_relu_4
resnext14_32x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 128, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '32', 'FLOPS': '28901376'}",235.1744,convolution_2d_grouped_5_linked_:_relu_6,188.365,convolution_2d_grouped_5_linked_:_relu_6,798.4768,convolution_2d_grouped_5_linked_:_relu_6,2136.563,convolution_2d_grouped_5_linked_:_relu_6,286.359,convolution_2d_grouped_5_linked_:_relu_6,99.976,convolution_2d_grouped_5_linked_:_relu_6
resnext14_32x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 128, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '205520896'}",576.4096,convolution_2d_7,624.788,convolution_2d_7,2309.5296,convolution_2d_7,6305.269,convolution_2d_7,737.402,convolution_2d_7,324.277,convolution_2d_7
resnext14_32x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",368.384,convolution_2d_8_linked_:_add_9_linked_:_relu_10,459.741,convolution_2d_8_linked_:_add_9_linked_:_relu_10,1302.208,convolution_2d_8_linked_:_add_9_linked_:_relu_10,3437.133,convolution_2d_8_linked_:_add_9_linked_:_relu_10,484.027,convolution_2d_8_linked_:_add_9_linked_:_relu_10,173.738,convolution_2d_8_linked_:_add_9_linked_:_relu_10
resnext14_32x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '411041792'}",1107.9296,convolution_2d_11_linked_:_relu_12,1222.671,convolution_2d_11_linked_:_relu_12,4532.6976,convolution_2d_11_linked_:_relu_12,11922.004,convolution_2d_11_linked_:_relu_12,1483.746,convolution_2d_11_linked_:_relu_12,656.25,convolution_2d_11_linked_:_relu_12
resnext14_32x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '256', 'Group': '32', 'FLOPS': '28901376'}",236.4672,convolution_2d_grouped_13_linked_:_relu_14,153.789,convolution_2d_grouped_13_linked_:_relu_14,732.4544,convolution_2d_grouped_13_linked_:_relu_14,1487.547,convolution_2d_grouped_13_linked_:_relu_14,238.25,convolution_2d_grouped_13_linked_:_relu_14,81.86,convolution_2d_grouped_13_linked_:_relu_14
resnext14_32x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '205520896'}",597.696,convolution_2d_15,529.712,convolution_2d_15,2406.5792,convolution_2d_15,6460.75,convolution_2d_15,783.074,convolution_2d_15,321.144,convolution_2d_15
resnext14_32x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '2', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '205520896'}",752.0128,convolution_2d_16_linked_:_add_17_linked_:_relu_18,699.676,convolution_2d_16_linked_:_add_17_linked_:_relu_18,2743.296,convolution_2d_16_linked_:_add_17_linked_:_relu_18,6660.312,convolution_2d_16_linked_:_add_17_linked_:_relu_18,1027.856,convolution_2d_16_linked_:_add_17_linked_:_relu_18,418.379,convolution_2d_16_linked_:_add_17_linked_:_relu_18
resnext14_32x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '411041792'}",1160.2816,convolution_2d_19_linked_:_relu_20,1052.688,convolution_2d_19_linked_:_relu_20,4736.4992,convolution_2d_19_linked_:_relu_20,12414.367,convolution_2d_19_linked_:_relu_20,1584.316,convolution_2d_19_linked_:_relu_20,611.961,convolution_2d_19_linked_:_relu_20
resnext14_32x4d,CONV_2D_GROUP,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '512', 'Group': '32', 'FLOPS': '28901376'}",169.4336,convolution_2d_grouped_21_linked_:_relu_22,136.632,convolution_2d_grouped_21_linked_:_relu_22,542.8096,convolution_2d_grouped_21_linked_:_relu_22,1320.086,convolution_2d_grouped_21_linked_:_relu_22,155.449,convolution_2d_grouped_21_linked_:_relu_22,70.426,convolution_2d_grouped_21_linked_:_relu_22
resnext14_32x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '205520896'}",647.8848,convolution_2d_23,721.116,convolution_2d_23,2397.632,convolution_2d_23,7696.844,convolution_2d_23,747.832,convolution_2d_23,328.547,convolution_2d_23
resnext14_32x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '2', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '205520896'}",761.3056,convolution_2d_24_linked_:_add_25_linked_:_relu_26,682.736,convolution_2d_24_linked_:_add_25_linked_:_relu_26,2687.0656,convolution_2d_24_linked_:_add_25_linked_:_relu_26,8033.254,convolution_2d_24_linked_:_add_25_linked_:_relu_26,891.965,convolution_2d_24_linked_:_add_25_linked_:_relu_26,356.258,convolution_2d_24_linked_:_add_25_linked_:_relu_26
resnext14_32x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 1024, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '411041792'}",1280.0768,convolution_2d_27_linked_:_relu_28,1423.191,convolution_2d_27_linked_:_relu_28,4780.9024,convolution_2d_27_linked_:_relu_28,15033.477,convolution_2d_27_linked_:_relu_28,1519.922,convolution_2d_27_linked_:_relu_28,626.805,convolution_2d_27_linked_:_relu_28
resnext14_32x4d,CONV_2D_GROUP,"{'Input_shape': '14', 'Input_channel': 1024, 'Output_shape': '7', 'Stride': '2', 'Kernel': '3', 'Filter': '1024', 'Group': '32', 'FLOPS': '28901376'}",187.7632,convolution_2d_grouped_29_linked_:_relu_30,152.683,convolution_2d_grouped_29_linked_:_relu_30,524.6208,convolution_2d_grouped_29_linked_:_relu_30,1178.75,convolution_2d_grouped_29_linked_:_relu_30,146.355,convolution_2d_grouped_29_linked_:_relu_30,67.985,convolution_2d_grouped_29_linked_:_relu_30
resnext14_32x4d,CONV_2D,"{'Input_shape': '7', 'Input_channel': 1024, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '2048', 'Group': '1', 'FLOPS': '205520896'}",712.1664,convolution_2d_31,769.674,convolution_2d_31,2786.5856,convolution_2d_31,7589.449,convolution_2d_31,783.976,convolution_2d_31,371.644,convolution_2d_31
resnext14_32x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 1024, 'Output_shape': '7', 'Stride': '2', 'Kernel': '1', 'Filter': '2048', 'Group': '1', 'FLOPS': '205520896'}",955.5456,convolution_2d_32_linked_:_add_33_linked_:_relu_34,815.716,convolution_2d_32_linked_:_add_33_linked_:_relu_34,3082.5856,convolution_2d_32_linked_:_add_33_linked_:_relu_34,7882.066,convolution_2d_32_linked_:_add_33_linked_:_relu_34,921.539,convolution_2d_32_linked_:_add_33_linked_:_relu_34,405.934,convolution_2d_32_linked_:_add_33_linked_:_relu_34
resnext14_32x4d,MEAN,"{'Input_shape': '7', 'Input_channel': 2048, 'Output_shape': '2048', 'Stride': '-', 'Kernel': '0', 'Filter': '-', 'Group': '-', 'FLOPS': '100352'}",35.7888,mean_35,22.01,mean_35,80.1792,mean_35,220.594,mean_35,20.313,mean_35,20.59,mean_35
resnext14_32x4d,FULLY_CONNECTED,"{'Input_shape': '-', 'Input_channel': 2048, 'Output_shape': '-', 'Stride': '-', 'Kernel': '-', 'Filter': '1000', 'Group': '-', 'FLOPS': '4096000'}",165.632,fully_connected_36,289.652,fully_connected_36,482.7904,fully_connected_36,1011.035,fully_connected_36,173.461,fully_connected_36,79.809,fully_connected_36
resnext26_16x4d,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '7', 'Filter': '64', 'Group': '1', 'FLOPS': '236027904'}",1198.1568,convolution_2d_0_linked_:_relu_1,939.308,convolution_2d_0_linked_:_relu_1,4200.8576,convolution_2d_0_linked_:_relu_1,9746.586,convolution_2d_0_linked_:_relu_1,1428.445,convolution_2d_0_linked_:_relu_1,516.113,convolution_2d_0_linked_:_relu_1
resnext26_16x4d,MAX_POOL_2D,"{'Input_shape': '112', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1806336'}",130.9568,pooling_2d_2,83.821,pooling_2d_2,342.2208,pooling_2d_2,1504.289,pooling_2d_2,101.586,pooling_2d_2,56.973,pooling_2d_2
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",89.9584,convolution_2d_3_linked_:_relu_4,122.703,convolution_2d_3_linked_:_relu_4,313.088,convolution_2d_3_linked_:_relu_4,945.89,convolution_2d_3_linked_:_relu_4,112.203,convolution_2d_3_linked_:_relu_4,56.344,convolution_2d_3_linked_:_relu_4
resnext26_16x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '64', 'Group': '16', 'FLOPS': '14450688'}",112.6528,convolution_2d_grouped_5_linked_:_relu_6,100.754,convolution_2d_grouped_5_linked_:_relu_6,366.2848,convolution_2d_grouped_5_linked_:_relu_6,1083.578,convolution_2d_grouped_5_linked_:_relu_6,148.73,convolution_2d_grouped_5_linked_:_relu_6,53.777,convolution_2d_grouped_5_linked_:_relu_6
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",306.7648,convolution_2d_7,363.338,convolution_2d_7,1204.5184,convolution_2d_7,3506.469,convolution_2d_7,389.398,convolution_2d_7,171.445,convolution_2d_7
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",367.7184,convolution_2d_8_linked_:_add_9_linked_:_relu_10,435.054,convolution_2d_8_linked_:_add_9_linked_:_relu_10,1305.5744,convolution_2d_8_linked_:_add_9_linked_:_relu_10,3463.832,convolution_2d_8_linked_:_add_9_linked_:_relu_10,479.687,convolution_2d_8_linked_:_add_9_linked_:_relu_10,173.367,convolution_2d_8_linked_:_add_9_linked_:_relu_10
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '102760448'}",316.1984,convolution_2d_11_linked_:_relu_12,376.516,convolution_2d_11_linked_:_relu_12,1149.0816,convolution_2d_11_linked_:_relu_12,3110.801,convolution_2d_11_linked_:_relu_12,389.328,convolution_2d_11_linked_:_relu_12,176.578,convolution_2d_11_linked_:_relu_12
resnext26_16x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '64', 'Group': '16', 'FLOPS': '14450688'}",115.968,convolution_2d_grouped_13_linked_:_relu_14,92.262,convolution_2d_grouped_13_linked_:_relu_14,367.296,convolution_2d_grouped_13_linked_:_relu_14,1086.879,convolution_2d_grouped_13_linked_:_relu_14,148.43,convolution_2d_grouped_13_linked_:_relu_14,54.024,convolution_2d_grouped_13_linked_:_relu_14
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",360.3456,convolution_2d_15_linked_:_add_16_linked_:_relu_17,406.008,convolution_2d_15_linked_:_add_16_linked_:_relu_17,1307.5968,convolution_2d_15_linked_:_add_16_linked_:_relu_17,3449.25,convolution_2d_15_linked_:_add_16_linked_:_relu_17,479.938,convolution_2d_15_linked_:_add_16_linked_:_relu_17,173.738,convolution_2d_15_linked_:_add_16_linked_:_relu_17
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '205520896'}",575.5776,convolution_2d_18_linked_:_relu_19,712.938,convolution_2d_18_linked_:_relu_19,2267.8656,convolution_2d_18_linked_:_relu_19,6062.621,convolution_2d_18_linked_:_relu_19,758.379,convolution_2d_18_linked_:_relu_19,335.711,convolution_2d_18_linked_:_relu_19
resnext26_16x4d,CONV_2D_GROUP,"{'Input_shape': '56', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '128', 'Group': '16', 'FLOPS': '14450688'}",120.32,convolution_2d_grouped_20_linked_:_relu_21,81.384,convolution_2d_grouped_20_linked_:_relu_21,371.5968,convolution_2d_grouped_20_linked_:_relu_21,746.82,convolution_2d_grouped_20_linked_:_relu_21,125.106,convolution_2d_grouped_20_linked_:_relu_21,46.168,convolution_2d_grouped_20_linked_:_relu_21
resnext26_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '102760448'}",319.5904,convolution_2d_22,282.99,convolution_2d_22,1241.152,convolution_2d_22,3390.64,convolution_2d_22,413.11,convolution_2d_22,168.258,convolution_2d_22
resnext26_16x4d,CONV_2D,"{'Input_shape': '56', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '2', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '205520896'}",751.936,convolution_2d_23_linked_:_add_24_linked_:_relu_25,714.063,convolution_2d_23_linked_:_add_24_linked_:_relu_25,2733.6704,convolution_2d_23_linked_:_add_24_linked_:_relu_25,6665.063,convolution_2d_23_linked_:_add_24_linked_:_relu_25,1027.859,convolution_2d_23_linked_:_add_24_linked_:_relu_25,421.996,convolution_2d_23_linked_:_add_24_linked_:_relu_25
resnext26_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '102760448'}",360.768,convolution_2d_26_linked_:_relu_27,402.96,convolution_2d_26_linked_:_relu_27,1169.472,convolution_2d_26_linked_:_relu_27,3192.418,convolution_2d_26_linked_:_relu_27,432.914,convolution_2d_26_linked_:_relu_27,167.547,convolution_2d_26_linked_:_relu_27
resnext26_16x4d,CONV_2D_GROUP,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '16', 'FLOPS': '14450688'}",76.3264,convolution_2d_grouped_28_linked_:_relu_29,74.487,convolution_2d_grouped_28_linked_:_relu_29,236.1472,convolution_2d_grouped_28_linked_:_relu_29,657.035,convolution_2d_grouped_28_linked_:_relu_29,125.312,convolution_2d_grouped_28_linked_:_relu_29,45.695,convolution_2d_grouped_28_linked_:_relu_29
resnext26_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '102760448'}",338.6624,convolution_2d_30_linked_:_add_31_linked_:_relu_32,389.327,convolution_2d_30_linked_:_add_31_linked_:_relu_32,1305.2288,convolution_2d_30_linked_:_add_31_linked_:_relu_32,3399.891,convolution_2d_30_linked_:_add_31_linked_:_relu_32,502.184,convolution_2d_30_linked_:_add_31_linked_:_relu_32,173.047,convolution_2d_30_linked_:_add_31_linked_:_relu_32
resnext26_16x4d,CONV_2D,"{'Input_shape': '28', 'Input_channel': 512, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '205520896'}",655.04,convolution_2d_33_linked_:_relu_34,714.273,convolution_2d_33_linked_:_relu_34,2290.7008,convolution_2d_33_linked_:_relu_34,6267.5,convolution_2d_33_linked_:_relu_34,819.625,convolution_2d_33_linked_:_relu_34,315.48,convolution_2d_33_linked_:_relu_34
resnext26_16x4d,CONV_2D_GROUP,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '256', 'Group': '16', 'FLOPS': '14450688'}",114.0096,convolution_2d_grouped_35_linked_:_relu_36,80.405,convolution_2d_grouped_35_linked_:_relu_36,248.0768,convolution_2d_grouped_35_linked_:_relu_36,714.875,convolution_2d_grouped_35_linked_:_relu_36,84.695,convolution_2d_grouped_35_linked_:_relu_36,37.887,convolution_2d_grouped_35_linked_:_relu_36
resnext26_16x4d,CONV_2D,"{'Input_shape': '14', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '1024', 'Group': '1', 'FLOPS': '102760448'}",338.7264,convolution_2d_37,363.175,convolution_2d_37,1219.8528,convolution_2d_37,3984.145,convolution_2d_37,392.894,convolution_2d_37,169.824,convolution_2d_37
