model,FLOPS,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,mi8se|1large|float|mean,mi8se|1large|float|std,mi8se|2large|float|mean,mi8se|2large|float|std,mi8se|1small|float|mean,mi8se|1small|float|std,mi8se|2small|float|mean,mi8se|2small|float|std,mi8se|3small|float|mean,mi8se|3small|float|std,mi8se|4small|float|mean,mi8se|4small|float|std,mi8se|5small|float|mean,mi8se|5small|float|std,mi8se|6small|float|mean,mi8se|6small|float|std,mi8se|gpu|float|mean,mi8se|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,a03s|gpu|float|mean,a03s|gpu|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphone7|gpu|float|mean,iphone7|gpu|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,mi8se|1large|quant|mean,mi8se|1large|quant|std,mi8se|2large|quant|mean,mi8se|2large|quant|std,mi8se|1small|quant|mean,mi8se|1small|quant|std,mi8se|2small|quant|mean,mi8se|2small|quant|std,mi8se|3small|quant|mean,mi8se|3small|quant|std,mi8se|4small|quant|mean,mi8se|4small|quant|std,mi8se|5small|quant|mean,mi8se|5small|quant|std,mi8se|6small|quant|mean,mi8se|6small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
mobilenetv3_small_w1,116031656,11804692,7404.59,24.0,8626.63,31.0,5598.15,27.0,4782.36,30.0,5392.94,136.0,44227.2,750.0,26251.9,530.0,20414.2,606.0,16715.8,217.0,2706.94,94.0,7016.41,102.0,5329.49,46.0,17392.9,43.0,10965.4,78.0,6955.02,248.0,50843.7,1808.0,31334.4,1417.0,25385.2,1515.0,25925.7,2935.0,6776.63,1158.0,18939.6,101.0,12517.0,99.0,51581.2,1004.0,30811.5,926.0,24654.2,933.0,19838.5,456.0,18214.2,305.0,19087.9,1625.0,6544.99,67.0,60222.5,182.0,46170.7,698.0,36186.3,789.0,30593.1,370.0,67900.7,194.0,47774.6,612.0,38874.3,491.0,34205.5,546.0,20858.2,1635.0,6984.18,691,4694.23,356,3663.09,399,5280.87,41,3529.74,24,23857.3,371,15027.7,315,12349.3,433,11615.4,1800,2030.08,52,5885.78,22.0,7057.76,41.0,5286.32,59.0,4647.81,28.0,4876.59,255.0,26842.6,565.0,19204.8,245.0,16680.2,254.0,14878.8,947.0,4882.55,22.0,4177.03,27.0,12090.3,67.0,8354.15,34.0,4742.14,19.0,27349.5,190.0,19248.3,99.0,17613.7,1346.0,16151.8,2524.0,15503.8,227.0,10771.3,58.0,41547.9,613.0,27377.9,500.0,23436.2,327.0,19886.9,280.0,19334.9,750.0,21191.8,2281.0,31901.0,104.0,23432.5,487.0,18711.3,415.0,16243.4,146.0,39247.5,305.0,27467.9,947.0,22338.8,310.0,19730.0,140.0,6371.95,240,4429.08,430,4548.75,45,3110.23,28,21490.2,208,13810.8,318,11948.6,806,10544.8,1648
mobilenetv3_small_w3d4,82894488,10361156,5860.89,23.0,6807.57,26.0,4595.68,28.0,3971.38,27.0,4263.63,24.0,36382.0,873.0,21240.7,457.0,16197.3,148.0,13802.9,182.0,2306.78,100.0,5549.63,87.0,4324.88,31.0,13820.0,38.0,8636.55,27.0,5706.53,73.0,40103.9,1595.0,25032.2,1246.0,20843.2,1826.0,20610.9,2409.0,6415.91,891.0,15013.5,105.0,10107.9,69.0,41843.0,917.0,24997.3,788.0,19582.8,1038.0,16397.2,488.0,14925.4,351.0,15801.8,1809.0,5735.92,90.0,51336.5,355.0,39141.9,470.0,30722.8,538.0,25744.6,242.0,57980.8,400.0,41266.7,1120.0,32603.6,213.0,28462.5,515.0,21702.9,647.0,5666.05,648,3927.91,440,3420.49,420,4242.99,40,2889.35,60,18579.5,360,12029.7,283,9971.31,672,9817.9,1721,1879.06,91,4862.63,23.0,5857.04,32.0,4391.79,28.0,3905.87,30.0,4219.3,31.0,22590.8,298.0,16000.9,195.0,13817.2,292.0,12260.0,131.0,4075.89,13.0,3243.71,63.0,9730.94,28.0,6868.65,209.0,5909.04,26.0,22603.4,303.0,16194.6,704.0,14663.6,1029.0,13897.1,2348.0,12517.8,183.0,9224.04,57.0,33965.7,638.0,23281.8,552.0,19928.7,699.0,16877.6,569.0,15824.3,307.0,17393.7,2442.0,25936.6,102.0,18962.0,263.0,15320.4,174.0,13325.5,71.0,31730.6,97.0,22587.6,691.0,18594.8,391.0,19715.2,15987.0,5076.13,128,3654.67,158,3675.89,49,2553.52,24,17152.0,227,11261.0,265,9701.01,544,8989.53,1765
mobilenetv3_small_w5d4,179207872,14586068,10077.9,25.0,11793.2,31.0,7437.87,25.0,6238.05,35.0,7147.93,158.0,59159.8,917.0,34830.2,519.0,26246.5,651.0,21357.8,323.0,3531.04,85.0,9461.65,130.0,7226.61,59.0,24528.8,68.0,14722.2,66.0,10000.6,725.0,69214.9,2486.0,40663.8,1525.0,32799.5,1718.0,33685.4,3434.0,7705.16,958.0,26513.0,116.0,16828.8,159.0,72351.5,958.0,40706.2,967.0,31559.0,1916.0,25531.9,524.0,23555.9,485.0,24272.5,1726.0,8094.52,120.0,84410.2,216.0,62456.9,530.0,48133.2,733.0,41400.0,440.0,95424.0,472.0,66909.5,1425.0,51863.9,276.0,45646.4,393.0,24147.2,2060.0,9253.29,723,6121.25,456,4252.83,325,7181.98,41,4682.72,79,33699.2,369,20480.4,500,16671.1,1051,14617.0,1599,2347.35,46,7853.73,36.0,9400.28,40.0,7046.67,30.0,6073.1,28.0,6734.85,13.0,35387.9,277.0,25329.2,400.0,21288.5,382.0,19225.1,265.0,6522.43,15.0,5192.26,62.0,16802.7,60.0,11454.4,23.0,6907.72,534.0,35923.8,217.0,24919.5,143.0,22143.7,1232.0,20580.3,2697.0,21656.1,261.0,14486.0,79.0,56488.8,608.0,36132.6,362.0,30758.8,327.0,25952.7,599.0,24579.9,506.0,26880.2,2358.0,43298.7,100.0,30780.5,862.0,24693.3,339.0,21028.6,121.0,53407.6,146.0,36205.7,962.0,29190.0,132.0,25799.1,479.0,8897.75,288,6216.49,399,6271.15,44,4220.79,37,29825.2,540,18674.1,310,16009.6,1653,14100.7,1996
mobilenetv3_small_w7d20,27763840,8690408,3161.58,18.0,3654.47,22.0,2651.88,20.0,2362.9,27.0,2423.35,97.0,20031.5,462.0,12392.6,165.0,9811.07,146.0,8469.15,473.0,1676.48,85.0,3172.04,31.0,2572.62,33.0,7120.48,56.0,4622.57,33.0,3364.05,503.0,21618.7,982.0,13756.3,434.0,12027.1,1093.0,10917.6,1415.0,5401.09,897.0,7406.76,72.0,5645.5,61.0,23765.5,638.0,13956.0,528.0,11926.0,601.0,10003.3,266.0,9475.63,407.0,10149.7,1711.0,5378.32,269.0,27090.9,95.0,20554.9,702.0,16594.1,265.0,14539.8,166.0,29914.5,124.0,22402.5,644.0,17647.7,253.0,16000.7,164.0,14800.0,595.0,3203.44,423,2308.17,313,3423.28,544,2320.51,32,1678.64,24,9432.02,268,6461.07,179,5496.85,187,5414.11,1114,1724.1,106,2879.8,14.0,3504.41,40.0,2661.48,24.0,2408.33,36.0,2545.98,16.0,13059.4,217.0,9778.51,168.0,8564.58,202.0,10190.8,13284.0,2418.06,17.0,2020.93,30.0,5332.65,27.0,3996.52,14.0,2385.13,197.0,13344.8,169.0,10276.7,800.0,9319.18,820.0,9161.65,1702.0,6725.99,74.0,5377.56,78.0,19076.8,425.0,14070.3,233.0,11559.9,430.0,10479.6,317.0,10151.6,633.0,11290.3,2117.0,14799.6,94.0,11602.1,230.0,9820.26,136.0,8826.57,78.0,17858.2,82.0,13552.7,410.0,11614.2,54.0,10799.3,285.0,2765.72,127,2186.43,181,1989.37,43,1495.34,16,9144.23,135,6558.17,480,5898.21,1281,5448.62,780
mobilenetv3_small_wd2,43162688,9202208,3987.62,21.0,4606.29,25.0,3247.28,20.0,2843.2,22.0,2984.5,17.0,24931.6,892.0,14722.6,157.0,11571.0,110.0,10065.6,586.0,1899.47,80.0,3849.45,40.0,3027.14,64.0,9023.46,42.0,6111.55,57.0,4062.3,399.0,26044.4,1030.0,17025.8,759.0,14749.1,1403.0,15038.4,2211.0,5874.29,914.0,9649.19,79.0,6881.95,94.0,28919.3,996.0,17417.3,496.0,13781.8,494.0,11943.1,301.0,11457.7,572.0,12079.2,1255.0,5074.2,209.0,35324.8,141.0,27587.6,349.0,21956.9,411.0,18292.1,212.0,40136.5,357.0,30044.3,938.0,23250.4,408.0,20610.5,498.0,17039.9,649.0,3839.9,483,2720.25,291,3359.17,587,2873.65,44,2040.4,25,12173.5,163,8132.2,404,6713.89,196,6416.72,813,1838.92,104,3568.22,38.0,4297.49,48.0,3249.83,21.0,2915.22,22.0,2835.45,14.0,16536.1,326.0,11719.8,248.0,10359.0,182.0,9322.68,120.0,2972.87,17.0,2656.88,17.0,6739.97,22.0,4936.56,22.0,3164.79,429.0,16347.1,202.0,12201.0,110.0,11253.2,997.0,11750.6,4247.0,8555.15,68.0,6729.77,72.0,24246.6,427.0,16987.6,351.0,14460.5,479.0,12838.5,290.0,12929.8,1295.0,15508.0,12397.0,18314.1,94.0,13867.5,450.0,11706.1,158.0,10345.4,70.0,22297.6,75.0,16598.8,575.0,13994.7,92.0,12693.1,104.0,3554.32,170,2648.8,181,2529.49,37,1857.35,26,11727.1,137,8116.02,568,7254.02,790,6611.51,698
peleenet,1018769064,11281384,42985.2,486.0,50457.9,291.0,31959.7,72.0,26018.9,63.0,29120.4,62.0,178251.0,1814.0,103478.0,551.0,78884.8,481.0,69062.4,596.0,11901.4,168.0,33909.0,416.0,25067.9,177.0,93893.3,109.0,55849.1,114.0,31323.8,1203.0,213499.0,5310.0,119627.0,590.0,98972.0,6601.0,103718.0,4972.0,18765.1,1438.0,110592.0,357.0,71059.2,224.0,266973.0,1802.0,158505.0,2101.0,124796.0,1992.0,100948.0,1045.0,94073.5,956.0,94325.1,4144.0,24278.5,165.0,284532.0,342.0,199372.0,1195.0,156152.0,626.0,134593.0,718.0,321311.0,338.0,217138.0,2675.0,170832.0,716.0,147912.0,774.0,68848.7,1935.0,31566.7,896,19874.5,998,9214.6,202,25552.1,71,16376.1,686,121186.0,789,71776.6,1472,56301.5,1683,48589.2,1035,5054.59,51,14783.1,22.0,17743.0,38.0,12710.2,27.0,11066.1,40.0,11297.1,193.0,58546.4,426.0,40770.2,390.0,34590.4,396.0,30870.2,242.0,15747.6,44.0,12488.1,58.0,44062.1,88.0,26413.9,90.0,16731.2,1920.0,65079.6,465.0,44214.5,251.0,36162.1,1276.0,36343.9,6604.0,54951.5,127.0,33796.1,159.0,157544.0,1565.0,94323.7,1377.0,73551.9,1221.0,60553.9,695.0,56539.0,1194.0,57963.5,1866.0,126575.0,76.0,85166.0,1039.0,65122.8,706.0,55057.6,319.0,156356.0,154.0,102016.0,1212.0,77734.4,748.0,66281.1,363.0,26893.5,447,18282.8,501,22126.0,65,15068.8,27,97409.4,458,59706.9,984,47275.7,1891,43647.4,7069
preresnet10,1780291048,21683928,62275.6,115.0,71295.6,237.0,41285.0,87.0,32445.2,122.0,38718.5,76.0,254761.0,3152.0,134745.0,362.0,92733.5,234.0,76006.5,341.0,10524.8,414.0,49690.6,753.0,33246.4,541.0,128055.0,59.0,70160.3,151.0,35881.2,1362.0,304399.0,14198.0,156838.0,902.0,142321.0,11371.0,123856.0,9609.0,13995.4,1221.0,138620.0,164.0,78689.5,190.0,338787.0,1921.0,174615.0,2539.0,120619.0,562.0,98957.3,442.0,87416.5,2793.0,81948.3,2585.0,27633.8,100.0,367843.0,522.0,235528.0,862.0,172060.0,1010.0,146756.0,2551.0,410472.0,299.0,262952.0,820.0,190893.0,1508.0,161071.0,717.0,57859.7,574.0,48662.4,519,28687.7,933,8903.67,173,38573.0,68,24747.6,1200,199504.0,3800,106106.0,2533,75028.5,441,60714.9,2161,3899.31,75,19087.2,32.0,22545.6,228.0,14387.8,143.0,11753.8,75.0,12822.7,28.0,76483.1,497.0,47722.3,527.0,38682.3,292.0,32763.3,157.0,18116.5,59.0,12431.1,272.0,64892.9,84.0,36501.2,61.0,16601.4,790.0,89825.9,552.0,53670.6,1354.0,43036.7,2682.0,41865.9,4634.0,79765.1,575.0,44544.7,141.0,237139.0,543.0,130953.0,1175.0,96645.5,940.0,77225.8,719.0,66863.5,953.0,63484.2,1288.0,173235.0,323.0,98810.5,237.0,72500.6,276.0,60576.7,3196.0,216309.0,81.0,122552.0,293.0,89202.3,318.0,73111.9,485.0,33630.7,178,20218.8,226,28600.0,149,16707.6,51,134928.0,833,73744.1,730,54391.7,1233,45481.9,2353
preresnet12,2242713064,21982312,79793.2,49.0,90896.5,208.0,52984.8,65.0,41412.4,222.0,49182.3,72.0,315435.0,4189.0,168384.0,749.0,119234.0,412.0,94805.5,362.0,12457.3,313.0,62051.4,743.0,40955.8,153.0,159286.0,147.0,87373.5,122.0,44464.9,1243.0,379388.0,7089.0,198482.0,4740.0,165113.0,11315.0,169992.0,12177.0,13826.3,1453.0,172679.0,208.0,97290.9,210.0,419082.0,2528.0,216886.0,3455.0,152052.0,4882.0,123562.0,1107.0,106727.0,2057.0,103147.0,2696.0,33447.9,91.0,455831.0,675.0,288044.0,778.0,210572.0,1960.0,181118.0,566.0,508863.0,514.0,320433.0,767.0,234278.0,1272.0,199275.0,793.0,66994.6,715.0,62491.8,2060,36726.5,667,10155.8,241,48438.5,46,31500.1,1333,256199.0,3875,135640.0,2290,95672.9,1608,77361.7,3457,4299.23,82,24294.1,66.0,28966.0,97.0,18443.1,131.0,15182.2,178.0,16821.9,657.0,96221.1,363.0,60096.6,583.0,48872.7,396.0,42480.2,699.0,22592.9,53.0,16328.8,570.0,82089.5,119.0,46465.1,83.0,47741.0,29451.0,112465.0,334.0,65302.2,531.0,52383.1,3485.0,54390.3,7970.0,99742.6,100.0,57187.6,158.0,295651.0,4115.0,165500.0,1450.0,122605.0,850.0,99691.9,1429.0,85617.5,1403.0,80381.9,1566.0,217178.0,578.0,123179.0,252.0,90412.2,238.0,74837.6,210.0,270027.0,445.0,152374.0,424.0,110502.0,210.0,91066.5,292.0,42240.6,1082,25240.9,544,35753.3,144,20876.7,59,168214.0,768,92999.5,1230,68107.8,412,56155.7,484
preresnet14,2705135080,23166100,93931.1,490.0,107352.0,108.0,62228.9,274.0,48208.2,99.0,57750.9,843.0,366143.0,4430.0,195747.0,322.0,138424.0,391.0,116552.0,12326.0,14181.8,402.0,73040.1,1544.0,47811.7,157.0,188384.0,79.0,101958.0,198.0,51248.7,924.0,443486.0,7776.0,229078.0,6315.0,206622.0,16127.0,197361.0,17459.0,15821.8,1182.0,203679.0,211.0,113981.0,497.0,492401.0,1174.0,254933.0,4299.0,178047.0,10628.0,142804.0,909.0,123351.0,2219.0,114589.0,2576.0,39486.8,156.0,530794.0,1220.0,330107.0,908.0,247979.0,18576.0,207282.0,1233.0,600927.0,732.0,369370.0,1125.0,269503.0,1018.0,230454.0,871.0,73443.0,414.0,73314.9,630,43663.1,1819,11459.6,220,57283.0,164,37384.0,1554,299631.0,5011,159807.0,1290,111335.0,1588,89232.2,2876,4623.95,107,28117.2,144.0,33240.6,163.0,20824.4,42.0,17266.8,67.0,18698.0,38.0,111314.0,320.0,68718.6,393.0,55059.1,353.0,48356.1,903.0,26288.6,51.0,17530.4,279.0,96270.2,130.0,54547.8,90.0,24209.6,1317.0,127916.0,1588.0,76717.4,1844.0,61158.6,3062.0,55392.9,4312.0,119309.0,614.0,67146.0,229.0,352783.0,2773.0,193933.0,1669.0,143455.0,1256.0,113995.0,920.0,99166.5,917.0,93608.5,1688.0,255272.0,336.0,146622.0,447.0,107111.0,267.0,87398.5,201.0,320297.0,693.0,179392.0,172.0,129771.0,317.0,106589.0,206.0,49286.3,170,29362.5,731,42205.6,256,24488.2,74,199398.0,631,108792.0,319,80077.0,1182,66785.3,2598
preresnet16,3167557096,27890368,107044.0,121.0,122601.0,96.0,70441.4,116.0,54337.3,127.0,65226.4,87.0,426782.0,7151.0,223890.0,528.0,153618.0,1535.0,123880.0,470.0,17357.4,391.0,84191.8,701.0,54624.8,196.0,217216.0,97.0,117119.0,167.0,58778.9,1424.0,518020.0,16671.0,260292.0,37563.0,225295.0,22329.0,191805.0,7977.0,18652.6,1290.0,234192.0,254.0,131154.0,259.0,574646.0,6354.0,286330.0,6035.0,196482.0,1680.0,162496.0,581.0,138855.0,916.0,131592.0,4635.0,45718.4,148.0,622104.0,546.0,418238.0,1058.0,288516.0,1202.0,232569.0,2178.0,692235.0,816.0,461406.0,964.0,318736.0,1460.0,258454.0,3212.0,91301.8,855.0,84566.8,2050,49020.9,1099,13675.2,199,66179.9,184,43863.5,1583,340664.0,4074,179872.0,2063,125933.0,1512,99631.2,1559,5480.35,71,31565.2,83.0,38953.1,833.0,24394.1,293.0,18789.5,69.0,20864.3,53.0,124787.0,571.0,76055.6,417.0,59067.6,896.0,51067.8,1090.0,29674.5,41.0,20061.6,403.0,111130.0,88.0,61322.6,93.0,27129.7,1055.0,145732.0,1132.0,85606.8,2177.0,68907.9,4466.0,68391.2,6811.0,135456.0,714.0,75901.0,143.0,407901.0,2618.0,222560.0,1513.0,161029.0,1747.0,129798.0,1592.0,112205.0,883.0,103855.0,2195.0,293267.0,255.0,165572.0,389.0,120399.0,259.0,98284.5,409.0,369168.0,319.0,205114.0,275.0,148081.0,168.0,120860.0,882.0,56436.3,733,33220.2,590,48581.5,167,27895.8,74,229878.0,869,124060.0,242,90562.8,287,76236.4,3042
preresnet18,3629979112,46773484,123922.0,125.0,142497.0,170.0,81304.0,117.0,64408.1,507.0,75882.0,148.0,511294.0,8833.0,259011.0,510.0,182092.0,3043.0,144694.0,561.0,20638.1,410.0,98536.2,896.0,63887.4,187.0,252491.0,217.0,136816.0,183.0,68992.4,448.0,578951.0,41596.0,314778.0,8742.0,226747.0,19662.0,230560.0,14744.0,21900.7,1499.0,273777.0,556.0,151810.0,255.0,678509.0,3781.0,338139.0,3332.0,234499.0,1774.0,189789.0,1363.0,161753.0,2101.0,152684.0,3196.0,53581.2,217.0,749646.0,2359.0,491813.0,1728.0,345481.0,2184.0,285943.0,1629.0,824020.0,841.0,537091.0,1681.0,380448.0,1992.0,313030.0,1264.0,108506.0,495.0,96646.8,694,56990.3,1915,15912.8,206,77160.5,134,51244.8,2046,396374.0,2835,208143.0,3942,147378.0,1057,116958.0,2873,6573.62,65,35658.0,45.0,43061.0,151.0,25879.1,230.0,20748.4,43.0,23853.1,843.0,142130.0,1446.0,85838.7,382.0,66934.9,262.0,55335.6,464.0,34113.0,71.0,23017.5,95.0,127667.0,201.0,69956.0,86.0,27945.1,631.0,171405.0,7116.0,96528.9,3555.0,76320.2,2977.0,71831.0,5716.0,153063.0,702.0,85098.6,197.0,458387.0,2827.0,251072.0,2051.0,181085.0,1229.0,144014.0,1093.0,123052.0,1083.0,115625.0,2001.0,339446.0,234.0,189793.0,262.0,137010.0,384.0,113191.0,418.0,423836.0,177.0,234198.0,725.0,169959.0,448.0,136924.0,353.0,64207.1,627,38478.6,4975,55231.2,161,31543.2,71,261683.0,862,141771.0,1288,102577.0,1293,84424.3,3602
preresnet18_w3d4,2250691048,33920292,83053.3,92.0,94797.1,88.0,55121.5,164.0,44137.1,106.0,51011.2,93.0,341239.0,1797.0,176890.0,1105.0,126194.0,386.0,99636.4,253.0,13673.7,344.0,65047.2,620.0,43171.4,188.0,171159.0,144.0,93462.3,149.0,48916.0,2514.0,395860.0,4018.0,203976.0,4396.0,171256.0,6598.0,155132.0,18149.0,16576.1,1201.0,189815.0,507.0,109475.0,164.0,461334.0,3768.0,234755.0,2000.0,167246.0,2235.0,137468.0,1861.0,117589.0,585.0,115323.0,4705.0,37862.3,194.0,493756.0,810.0,289182.0,1174.0,225355.0,1358.0,194417.0,1158.0,543815.0,1556.0,326524.0,985.0,247464.0,1778.0,215020.0,629.0,78520.4,312.0,63622.2,1207,37610.4,1048,12385.0,262,49409.3,93,32552.8,1410,250220.0,856,132041.0,1350,94685.9,1254,76790.9,1394,5434.62,46,24108.6,33.0,28538.5,109.0,18253.0,43.0,14827.3,41.0,17308.2,33.0,97342.5,602.0,60486.9,509.0,48802.9,435.0,42281.5,992.0,23211.7,51.0,15574.7,110.0,83904.8,57.0,47881.9,76.0,25530.5,356.0,113579.0,1441.0,68193.1,2183.0,55337.6,1643.0,52107.8,5702.0,100405.0,374.0,57191.3,338.0,297740.0,951.0,163367.0,715.0,123256.0,1095.0,98568.9,756.0,87564.0,877.0,84178.2,2356.0,227716.0,220.0,134108.0,585.0,101099.0,357.0,83607.3,331.0,281393.0,188.0,162696.0,577.0,122431.0,553.0,101048.0,231.0,42286.9,515,25276.9,828,35850.5,211,20949.7,53,169913.0,1115,92969.2,320,69084.3,745,58398.1,3802
preresnet18_wd2,1211796968,23235428,48889.2,68.0,55978.3,97.0,33579.1,79.0,27458.7,101.0,31561.7,68.0,203932.0,2837.0,107694.0,296.0,77891.1,239.0,62546.5,266.0,9836.35,425.0,38547.7,69.0,26858.8,135.0,101705.0,59.0,57024.7,101.0,30185.0,1383.0,242196.0,8183.0,116490.0,414.0,96291.6,6097.0,92927.1,5645.0,12102.5,942.0,114050.0,209.0,68107.9,186.0,284013.0,4147.0,147958.0,2242.0,105842.0,1755.0,88993.8,555.0,78382.6,249.0,75758.9,2315.0,22805.3,101.0,298004.0,228.0,181815.0,1908.0,146088.0,1009.0,124291.0,597.0,329439.0,321.0,200476.0,1453.0,158209.0,1711.0,135384.0,513.0,49514.2,1359.0,36624.8,1067,21860.4,1247,7457.1,138,28371.7,67,18716.3,971,140188.0,1566,75782.7,428,55388.8,401,46966.7,3271,3720.73,110,15060.9,33.0,17887.4,77.0,12006.1,119.0,10001.6,26.0,10592.7,22.0,61336.9,743.0,39954.5,377.0,33346.2,432.0,32906.9,6449.0,14441.1,59.0,10357.7,242.0,49526.0,105.0,29160.5,50.0,13958.7,647.0,68229.1,2721.0,43419.8,1101.0,35934.0,1163.0,34881.8,2920.0,58626.0,178.0,35664.5,3888.0,170198.0,2345.0,96012.7,982.0,72322.7,842.0,59716.0,547.0,53088.1,727.0,53131.4,1480.0,133480.0,111.0,81458.9,379.0,62344.4,262.0,52035.7,383.0,164862.0,168.0,98004.7,685.0,74010.6,274.0,63129.2,515.0,25127.9,601,15408.0,200,21078.8,133,12776.2,40,98143.8,594,55256.2,1013,41734.9,337,37570.0,8979
preresnet18_wd4,538986984,15770020,24852.3,41.0,28628.3,52.0,17635.4,74.0,15038.1,72.0,16393.3,219.0,111350.0,318.0,58574.1,851.0,43380.4,190.0,41421.3,10075.0,5388.13,124.0,20201.3,254.0,14879.1,111.0,52038.6,39.0,31565.3,105.0,17219.2,1214.0,119696.0,678.0,66986.6,215.0,58057.1,1960.0,56028.1,3727.0,8236.52,775.0,60183.0,220.0,38703.3,117.0,159229.0,2674.0,82246.8,2393.0,63855.8,820.0,54654.7,423.0,49450.2,558.0,49208.4,2676.0,12765.1,109.0,164467.0,104.0,106316.0,904.0,85209.8,882.0,75013.6,520.0,178521.0,458.0,116459.0,1190.0,92976.1,1025.0,81527.0,709.0,25310.4,463.0,18539.6,1180,11725.2,667,4466.42,235,14569.0,41,9518.77,800,71217.4,317,39316.2,209,30796.0,545,26244.4,1921,2459.37,103,8641.33,23.0,10085.2,27.0,7310.99,31.0,6416.78,30.0,6538.34,21.0,36160.1,558.0,24720.3,352.0,21498.1,168.0,19389.6,979.0,8242.36,68.0,6380.41,72.0,25509.6,98.0,15783.1,88.0,9692.46,8108.0,40853.3,1135.0,26972.5,804.0,23975.8,1789.0,24636.9,3442.0,29041.3,102.0,18151.6,95.0,83306.8,860.0,49672.4,341.0,39244.6,703.0,32675.0,755.0,29715.9,525.0,29494.2,1834.0,69236.0,129.0,45992.7,445.0,36159.0,241.0,30672.2,170.0,85085.3,151.0,54492.6,983.0,42258.6,348.0,36811.2,276.0,13009.3,104,8998.1,2507,10795.5,76,7046.61,36,49396.3,743,29558.0,544,23103.6,415,20723.9,1955
